id,name,address,build_year,type,jeonsae,monthly_deposit,monthly_pay,area,room_cnt,phone,lng,lat,registered_date
969,남이황,경상북도 양양군 서초중앙03거리 (준호조강마을),1981,아파트,114408,30089,3988,119.01,8,+82 10-2142-4182,50.901200,87.511568,2021-06-02 03:38:20.615430
970,(주) 지윤서,충청북도 용인시 강남대87로 (경수이김마을),2005,아파트,2386,9590,296,68.39,0,+82 10-3402-6911,-6.743063,79.737071,2021-10-05 14:06:32.403774
971,(주) 허임홍,대구광역시 구로구 양재천가,1963,원룸,0,0,4454,59.78,3,+82 10-0413-2070,142.412042,2.1066445,2023-11-20 11:05:07.347435
972,김양,대전광역시 강북구 테헤란가,1982,원룸,234476,48742,0,108.96,9,+82 10-6187-3970,2.103145,-60.8069425,2020-04-26 15:32:28.884912
973,홍이하,강원도 수원시 영통구 봉은사939길,2008,아파트,175675,0,2933,128.95,8,+82 10-3458-6073,114.278465,-83.4764285,2021-11-23 12:35:40.043533
974,박박이,인천광역시 종로구 백제고분로,1997,아파트,0,29750,3358,121.46,10,+82 10-4893-3347,41.290548,-27.392664,2021-11-28 21:19:21.724188
975,주식회사 이,전라북도 청양군 가락80가 (상훈강마을),2008,아파트,260943,0,1101,68.17,2,+82 10-2792-8869,-41.551105,53.601493,2020-08-06 11:30:47.278736
976,김최,부산광역시 용산구 가락1로,2015,아파트,361216,0,0,73.17,2,+82 10-3708-1245,62.693052,-20.2513225,2021-10-11 11:47:17.783558
977,(주) 이박김,울산광역시 관악구 선릉거리,2022,원룸,0,25364,1637,41.75,0,+82 10-3560-8922,-62.788281,-71.826750,2021-02-19 03:16:55.586906
978,이류,제주특별자치도 안성시 가락로,1973,아파트,0,24325,0,70.56,4,+82 10-0050-9146,-87.431598,-27.9182825,2020-01-24 19:18:53.467775
979,유한회사 이김박,전라북도 청주시 서원구 학동889로 (서영김마을),2002,원룸,0,32369,4479,21.36,4,+82 10-9768-1977,-67.904638,-79.323729,2022-03-06 01:22:56.154586
980,김이,부산광역시 남구 봉은사거리 (민준김김면),2020,원룸,0,23621,0,122.4,2,+82 10-8914-2265,-89.981072,-72.663538,2020-01-28 10:38:59.077342
981,(유) 엄박이,광주광역시 강동구 강남대1거리,2010,아파트,243231,12514,0,25.34,8,+82 10-2346-8751,18.952209,-74.2052465,2022-06-22 14:12:09.594404
982,김신,충청남도 성남시 선릉길 (우진배최리),2002,원룸,0,11828,0,65.9,10,+82 10-6280-5590,-160.851011,2.083462,2020-05-07 04:59:38.299840
983,이김,경기도 태안군 역삼길 (예진이최동),1970,아파트,0,20913,0,137.14,3,+82 10-1334-4385,-82.094041,22.5168335,2022-04-02 18:48:44.225514
984,구김,세종특별자치시 남구 오금045로,1975,원룸,158846,23064,0,60.96,7,+82 10-5386-4457,-81.724708,-39.6608515,2021-12-23 01:20:49.670431
985,강박윤,경기도 용인시 기흥구 영동대거리 (은정배면),1994,원룸,266395,23434,0,67.53,4,+82 10-5814-0412,59.550377,36.7109205,2020-06-07 23:37:53.086678
986,윤이이,경상북도 가평군 언주468거리,1973,원룸,139340,49983,583,99.54,8,+82 10-7612-5387,153.515656,1.975552,2021-12-01 15:12:34.142054
987,유한회사 문,서울특별시 성북구 개포길,1976,아파트,0,0,0,30.43,4,+82 10-9167-6318,100.126812,-7.9318795,2022-10-14 06:41:46.104578
988,윤김박,서울특별시 종로구 반포대길 (순옥이김리),1992,원룸,66608,0,0,132.03,9,+82 10-8652-2520,138.357019,61.704736,2021-05-14 20:08:56.218284
989,유한회사 최,대구광역시 강서구 테헤란63길,1960,원룸,0,0,3047,118.57,10,+82 10-8711-5180,-75.391977,-7.863307,2020-11-14 23:25:05.904651
990,(유) 이최박,충청북도 안성시 석촌호수1로,2008,원룸,0,0,0,84.32,9,+82 10-3246-8445,-9.507610,-21.0937965,2021-01-23 14:54:09.694083
991,(주) 박,부산광역시 강북구 반포대359로 (은주장윤마을),2006,원룸,0,0,499,70.71,10,+82 10-3961-9159,-12.520574,-47.4013125,2021-03-17 00:45:53.893834
992,(유) 박,울산광역시 영등포구 삼성거리 (도윤김리),1979,원룸,433311,0,4903,75.67,5,+82 10-9675-4478,-93.387262,-40.733042,2023-06-21 13:10:22.505255
993,주식회사 박김김,경상남도 동두천시 선릉거리,2020,아파트,0,0,753,24.59,2,+82 10-1491-0556,-53.102036,74.920263,2024-01-20 03:47:41.353037
994,(주) 박허박,경기도 화성시 석촌호수거리,1975,아파트,0,32172,895,108.14,0,+82 10-4391-9889,149.742974,-17.7052375,2020-03-27 23:17:46.839878
995,강최,광주광역시 구로구 도산대로,2012,원룸,406088,0,0,83.13,1,+82 10-7924-0435,-33.527576,79.347689,2022-01-11 21:06:57.799338
996,(유) 안,경기도 성남시 압구정84로,2010,원룸,165284,0,458,112.41,5,+82 10-0958-8770,-79.520827,-5.2953705,2023-01-15 02:14:43.531654
997,이임,서울특별시 종로구 테헤란76길,1962,원룸,0,0,11,41.43,5,+82 10-4400-2941,-29.381046,-55.7260915,2021-11-24 16:41:23.449782
998,주식회사 박박김,경기도 안양시 동안구 영동대6거리,1986,원룸,492628,25136,3148,59.88,2,+82 10-3748-9681,97.127845,-36.4222985,2020-04-14 02:55:53.272381
999,박이,경기도 시흥시 테헤란23가 (윤서성면),2011,아파트,45381,0,3621,72.0,7,+82 10-1817-8801,-84.628383,-11.9531715,2024-05-01 23:57:52.830704
1000,이김,경상북도 부천시 영동대19가 (우진강이리),2002,원룸,0,0,709,16.69,3,+82 10-8508-0772,34.119652,61.0700585,2022-05-09 17:44:10.493993
